Handle,Title,Product Description,SKU,Collection,Shipping Measurements,Specifications,Information,Recommendation,Care,Technical information,Measures,Form,Unit per box,Color,Material,Business type,Country of origin,Chipping resistance,Shock resistance,Porosity,Reinforced edges,Dishwasher,Microwave,Conventional oven
dx-p46005-cuchillo-jumbo-para-mesa-de-12-cm-mango-de-madera.,CUCHILLO JUMBO PARA MESA DE 12 CM MANGO DE MADERA.,Dexter. Cuchillo Jumbo para Mesa de Acero Inoxidable y Mango de Madera 12 cm,DX-P46005,DEXTER/EQUIPO DE COCINA,25x3x2,,"Cuchillo Jumbo para Mesa de Acero Inoxidable y Mango de Madera de Dexter. La línea de productos de Dexter Basics ofrece rendimiento y valor a un precio asequible. Las cuchillas Básicas están fabricadas con acero de alto carbono sin manchas de la Serie 400, con una forma de cuchilla superior, así como una retención de bordes superior. Cada cuchilla está hecha con un borde de punta hueca que permite un fácil mantenimiento y rápido afilado. Reducir el presupuesto nunca se sentirá tan bien con la línea de productos Dexter Basics.","Cuchillo Jumbo para Mesa de Acero Inoxidable y Mango de Madera
 Forma de la cuchilla superior para un corte más fácil
 Borde de tierra hueco
 Mano pulida hasta el borde final
 Mango formado con protector de dedos
 Mango de madera
 Serie 400 acero libre de manchas y alto contenido de carbono.
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,12 cm,Irregular,1,Acero / Madera,Acero Inoxidable / Madera,"Restaurante, Hotel",EE.UU.,Si,Si,N/A,Si,Si,N/A,N/A
hl-1586-tijera-porta-charola-de-tubo-cromado-48.3x40.6x78.7-cm,TIJERA PORTA CHAROLA DE TUBO CROMADO 48.3X40.6X78.7 CM,Alegacy. Tijera Porta Charola de Tubo de Acero Cromado 48.3x40.6x78.7 cm,HL-1586,ALEGACY/EQUIPO DE COCINA,77x49x42,,"Tijera Porta Charola de Tubo de Acero Cromado de Alegacy, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea Alegacy ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Tijera Porta Charola de Tubo de Acero Cromado 
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,48.3x40.6x78.7 cm,Irregular,1,Cromado,Acero Cromado,"Restaurante, Hotel, Cafetería, Bar",EE.UU.,N/A,N/A,N/A,Si,N/A,N/A,N/A
hl-600r-rack-metalico-para-vinagrera/aceitera-23x5.7-cm,RACK METALICO PARA VINAGRERA/ACEITERA 23X5.7 CM,Alegacy. Rak Metálico para Vinagreta / Aceitera 23x5.7 cm,HL-600R,ALEGACY/EQUIPO DE COCINA,23x14x,,"Rak Metálico para Vinagreta / Aceitera de Alegacy, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea Alegacy ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Rak Metálico para Vinagreta / Aceitera
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,23x5.7cm,Rectangular,1,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería",EE.UU.,N/A,Si,N/A,Si,Si,N/A,N/A
hl-600s-aceitera/vinagrera-de-vidrio-4-oz-tapa-de-acero-inoxidable,ACEITERA/VINAGRERA DE VIDRIO 4 OZ TAPA DE ACERO INOXIDABLE,Alegacy. Aceitera / Vinagrera de Vidrio Tapa de Acero Inoxidable 4 oz,HL-600S,ALEGACY/EQUIPO DE COCINA,15x6x,,"Aceitera / Vinagrera de Vidrio Tapa de Acero Inoxidable de Alegacy. Es una marca de utensilios de cocina con estilo, valor y calidad profesional. Ideales para cubrir las necesidades específicas de las cocinas más exigentes. Sus productos son resistentes a los impactos, reducen espacios y son altamente efectivos.","Aceitera / Vinagrera de Vidrio Tapa de Acero Inoxidable
 Base de Madera para Platón Oval de Hierro
 Alta resistencia al impacto. Muy resistente, durabilidad.
 Máxima transparencia. Óptimo comportamiento a muy bajas y altas temperaturas.
 Fácil de Limpiar.","Fácil de limpiar: simplemente limpie con jabón, agua y una esponja o paño suave. Se puede lavar en lavavajillas.",TRUE,4 oz,Cuadrado,1,Transparente,Vidrio Resistente,"Restaurante, Hotel, Cafetería",EE.UU.,N/A,Si,N/A,Si,Si,N/A,N/A
mf-017335-colador-chino-20cm.,COLADOR CHINO 20CM.,Matfer. Colador Chino de Acero Inoxidable 20 cm,MF-017335,EQUIPO DE COCINA,41x21x20,,"El Colador Chino de Acero Inoxidable de Matfer, ayudará a conseguir finos purés y salsas, es absolutamente imprescindible contar con un colador fino para la cocina. Su diseño cónico y de malla, lo hacen ideal para la eliminación de cualquier grumo grande de alimentos de cualquier mezcla.","De acero inoxidable el colador chino hará el trabajo admirable. 
 Construido de 18/8 acero inoxidable, ayuda a la rápida y eficientemente cualquier preparación líquida.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,20 cm,Cónica,1,Acero,Acero Inoxidable,"Restaurante, Hotel",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-044176-sifon-de-espuma-.5-lt-acero-inoxidable,SIFON DE ESPUMA .5 LT ACERO INOXIDABLE,Matfer. Sifón de Espuma de Acero Inoxidable 0.5 lt,MF-044176,MATFER/EQUIPO DE COCINA,31x10x9,,Sifón de Espuma de Acero Inoxidable de Matfer.Es un gran aliado para la decoración de pasteles en la repostería.,"Alta resistencia al impacto. Muy resistente, durabilidad.",Fácil de limpiar.,TRUE,0.5 lt,Redondo,1,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería",Francia,Si,Si,N/A,Si,Si,N/A,N/A
mf-113030-espatula-rigida-recta-30-cm-exoglass-blanca,ESPATULA RIGIDA RECTA 30 CM EXOGLASS BLANCA,Matfer. Espátula Rigida Recta Blanca Exoglass 30 cm,MF-113030,MATFER/EQUIPO DE COCINA,30x5x,,"Espátula Rigida Recta Blanca Exoglass de Matfer. Exoglass es el mejor equipo para uso profesional. Es un material a base de fibra de vidrio, irrompible, inoxidables, resistente a temperaturas de hasta 220°C, aislante apto para contacto alimenticio, no poroso, esterizable en lavavajillas.","Espátula Rigida Recta Blanca Exoglass.
 Irrompible, Inoxidables y resistentes a temperaturas.
 Exoglass el mejor material para uso profesional.
 Fácil de limpiar.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,30 cm,Irregular,1,Blanca,Exoglass,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-113338-cuchara-para-cocina-38-cm-exoglass-beige,CUCHARA PARA COCINA 38 CM EXOGLASS BEIGE,Matfer. Cuchara para Cocina de Exoglass Beige 38 cm,MF-113338,MATFER/EQUIPO DE COCINA,38x6x2,,"Cuchara para Cocina de Exoglass Beige Matfer, Exoglass es el mejor equpo para uso profesional. Es un material a base de fibra de vidrio, irrompible, inoxidables, resistente a temperaturas de hasta 220°C, aislante apto para contacto alimenticio, no poroso, esterizable en lavavajillas.","Cuchara para Cocina de Exoglass Beige 
 Irrompible, Inoxidables y resistentes a temperaturas.
 Exoglass el mejor material para uso profesional.
 Fácil de limpiar.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,38 cm,Irregular,1,Beige,Exoglass,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-116015-brocha-pastelera-4.5-cm-ancho-cerdas-naturales,BROCHA PASTELERA 4.5 CM ANCHO CERDAS NATURALES,Matfer. Brocha Pastelera Cerdas Naturales de 4.5 cm,MF-116015,MATFER/EQUIPO DE COCINA,27x5x0.5,,"Brocha Pastelera Cerdas Naturales, Exoglass es el mejor equio para uso profesional. Es un material a base de fibra de vidrio, irrompible, inoxidables, resistente a temperaturas de hasta 220°C, aislante apto para contacto alimenticio, no poroso, esterizable en lavavajillas.","Batidor de Acero Inoxidable 
 Irrompible, Inoxidables y resistentes a temperaturas.
 Exoglass el mejor material para uso profesional.
 Fácil de limpiar.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,4.5 cm,Irregular,1,Natural,Exoglass,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-121045-cuchillo-con-tope-para-ostras-14-cm-acero-inoxidable/polipropileno-negro,CUCHILLO CON TOPE PARA OSTRAS 14 CM ACERO INOXIDABLE/POLIPROPILENO NEGRO,Matfer. Cuchillo con Tope para Ostras de Acero Inoxidable y Mango Polipropilero Negro 14 cm,MF-121045,MATFER/EQUIPO DE COCINA,14x6x,,Cuchillo con Tope para Ostras de Acero Inoxidable y Mango Polipropilero Negro. Construido para ser resistente y sanitario. Un mango de polipropileno antideslizante y fácil de limpiar soporta temperaturas altas y bajas. Un sello impermeable de hoja a mango proporciona lo mejor en calificación de santuario.,"Cuchillo con Tope para Ostras de Acero Inoxidable y Mango Polipropilero Negro. 
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,14 cm,Irregular,1,Acero / Negro,Acero Inoxidable / Polipropileno,"Restaurante, Hotel",Francia,Si,Si,N/A,Si,Si,N/A,N/A
mf-140016-rodillo-40-cm-x-4.5-cm-diametro-polietileno-blanco,RODILLO 40 CM X 4.5 CM DIAMETRO POLIETILENO BLANCO,Matfer. Rodillo de Polietileno Blanco 40x4.5 cm,MF-140016,MATFER/EQUIPO DE COCINA,43x5.5x,,"Rodillo de Polietileno Blanco de Matfer se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Rodillo de Polietileno Blanco
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,40x4.5 cm,Redondo,1,Blanco,Polietileno,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-215001-mandolina-para-cortar-verduras-sin-mango-acero-inoxidable,MANDOLINA PARA CORTAR VERDURAS SIN MANGO ACERO INOXIDABLE,Matfer. Mandolina para Cortar Verduras sin Mango Acero Inoxidable,MF-215001,MATFER/EQUIPO DE COCINA,37x5x,,"Mandolina para cortar verduras sin mango de Matfer. Matfer se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea de Matfer ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad.","Mandolina para cortar verduras sin mango
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar y se puede usar lavavajillas. Recomendamos secarlo al instante para evitar manchas.,TRUE,,Rectangular,1,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería",Francia,Si,Si,N/A,Si,Si,N/A,N/A
mf-215582-centrifugadora-de-lechuga-37.3-cm-de-diametro-10-lt-plastico,CENTRIFUGADORA DE LECHUGA 37.3 CM DE DIAMETRO 10 LT PLASTICO,Matfer. Cortador de Pasta 5 Ruedas Lisas de Acero Inoxidable 2.5 galones,MF-215582,MATFER/EQUIPO DE COCINA,42x39x38,,Cortador de Pasta 5 Ruedas Lisas de Acero Inoxidable.Ayuda a eliminar el exceso de agua de las ensaladas verdes con esta secadora giratoria / secadora de ensalada de 2.5 galones. Es ideal para cocinas con espacio limitado. La cesta ancha y aireada garantiza un giro efectivo y la tapa transparente le permite ver el nivel de giro para garantizar un secado adecuado. El cuerpo y la cesta de esta máquina de hilatura están hechos de polipropileno apto para alimentos.,"Elimina el exceso de agua de 2-3 cabezas de lechuga a la vez
 El diseño compacto es ideal para cocinas con espacio limitado
 La forma baja y ancha proporciona una estabilidad adecuada
 El sistema de engranajes múltiples requiere menos esfuerzo al girar la manija
 El cuerpo y la cesta están hechos de polipropileno apto para alimentos.
 La cesta ancha y aireada garantiza un giro eficaz.
 La tapa de policarbonato transparente prácticamente irrompible le permite ver el nivel de giro.
 Se suministra con el tubo de drenaje.
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,2.5 galones,Irregular,1,Acero,Acero Inoxidable,"Restaurante, Hotel",Francia,Si,Si,N/A,Si,N/A,N/A,N/A
mf-310612-charola-perforada-para-hornear-60x40-cm-aluminio,CHAROLA PERFORADA PARA HORNEAR 60X40 CM ALUMINIO,Matfer. Charola Perforada para Hornear de Aluminio 60x40 cm,MF-310612,MATFER/EQUIPO DE COCINA,60x40x1,,"Charola Perforada para Hornear de Aluminio de Matfer, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Charola Perforada para Hornear de Aluminio
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar con agua tibia y un jabón suave y se puede secar al aire o también en el lavaplatos pero únicamente en la bandeja superior.,TRUE,60x40 cm,Rectangular,1,Cromada,Aluminio,"Restaurante, Hotel, Cafetería, Pastelería",Francia,N/A,Si,N/A,Si,N/A,Si,Si
mf-336001-molde-flexipan-70-media-esfera-60x40-cm,MOLDE FLEXIPAN 70 MEDIA ESFERA 60X40 CM,Matfer. Molde Flexipan 70 Media Esfera 60x40 cm,MF-336001,MATFER/EQUIPO DE COCINA,69x44x1,,"Molde Flexipan 70 Media Esfera de Matfer, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea Matfer ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad.","Molde Flexipan 70 Media Esfera.
 No es necesario engrasar. Fácil de limpiar.
 Resiste temperaturas de -40ºF a + 580ºF.
 Hecho de un tejido resistente a base de silicona de grado alimenticio que está laminado y recubierto de goma.
 Reutilizable entre 2,000-3,000 veces.
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,60x40 cm,Rectangular,1,Negro,Flexipan,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-336005-molde-48-cylindres-60-x-40-cm-flexipan-negro,MOLDE 48 CYLINDRES 60 X 40 CM FLEXIPAN NEGRO,Matfer. Molde Flexipan 48 Cylindres 60x40 cm,MF-336005,MATFER/EQUIPO DE COCINA,69x44x1,,"Molde Flexipan 48 Cylindres de Matfer, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea Matfer ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad.","Molde Flexipan 48 Cylindres
 No es necesario engrasar. Fácil de limpiar.
 Resiste temperaturas de -40ºF a + 580ºF.
 Hecho de un tejido resistente a base de silicona de grado alimenticio que está laminado y recubierto de goma.
 Reutilizable entre 2,000-3,000 veces.
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,60x40 cm,Rectangular,1,Negro,Flexipan,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-336013-molde-flexipan-60x40-cm-24-piramides,MOLDE FLEXIPAN 60X40 CM 24 PIRAMIDES,Matfer. Molde Flexipan 24 Pirámides 60x40 cm,MF-336013,MATFER/EQUIPO DE COCINA,69x44x1,,"Molde Flexipan 24 Pirámides de Matfer, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea Matfer ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad.","Molde Flexipan 24 Pirámides
 No es necesario engrasar. Fácil de limpiar.
 Resiste temperaturas de -40ºF a + 580ºF.
 Hecho de un tejido resistente a base de silicona de grado alimenticio que está laminado y recubierto de goma.
 Reutilizable entre 2,000-3,000 veces.
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,60x40 cm,Rectangular,1,Negro,Flexipan,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
mf-336023-molde-flexipan-40-muffins-60x40-cm,MOLDE FLEXIPAN 40 MUFFINS 60X40 CM,Matfer. Molde Flexipan 40 Muffins 60x40 cm,MF-336023,MATFER/EQUIPO DE COCINA,69x44x1,,"Molde Flexipan 40 Muffins de Matfer, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea Matfer ofrece una amplia gama de productos pensados especialmente para la industria gastronómica, cumpliendo las normas mundiales de calidad.","Molde Flexipan 40 Muffins
 No es necesario engrasar. Fácil de limpiar.
 Resiste temperaturas de -40ºF a + 580ºF.
 Hecho de un tejido resistente a base de silicona de grado alimenticio que está laminado y recubierto de goma.
 Reutilizable entre 2,000-3,000 veces.
 Uso Profesional.
 Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,60x40 cm,Rectangular,1,Negro,Flexipan,"Restaurante, Hotel, Cafetería, Repostería",Francia,N/A,Si,N/A,Si,Si,N/A,N/A
